order	vincode	pts_ref	gender	bu-bni-corr	pali_name	english_name	offence_type_pali	offence_type_eng	severity	chapter_theme	chapter	vagga	rule_theme	rule_topic	purpose	critics	rule_pali	rule_english	no_offense_factors	offense_factors_bmc	notes	formulas	sangha_acts	useful_texts	suttacentral
158.0	BNI-SK25	Vin.3.1–3.40	Nuns	BU-SK25	Ukkuṭika	Squatting	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	25. na ukkuṭikāya antaraghare gamissāmīti sikkhā karaṇīyā	I shall not go in a crouching [posture] inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
159.0	BNI-SK26	Vin.3.1–3.40	Nuns	BU-SK26	Pallatthika	Knee Clasping	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Discipline	Manners	Self restraint	Laity	26. na pallatthikāya antaraghare nisīdissāmīti sikkhā karaṇīyā	“I shall not sit with the [knees] clasped-around inside an inhabited area,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
160.0	BNI-SK27	Vin.3.1–3.40	Nuns	BU-SK27	Sakkaccapaṭiggahaṇa	Receiving Respectfully	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Food	Food receiving	Faith foster	Laity	27. sakkaccaṃ piṇḍapātaṃ paṭiggahessāmīti sikkhā karaṇīyā	“I shall accept alms-food appreciatively,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
161.0	BNI-SK28	Vin.3.1–3.40	Nuns	BU-SK28	Pattasaññīpaṭiggahaṇa	Receiving With Attention on the Bowl	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Food	Food receiving	Faith foster	Laity	28. pattasaññī piṇḍapātaṃ paṭiggahessāmīti sikkhā karaṇīyā	“I shall accept alms-food paying attention to the bowl,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
162.0	BNI-SK29	Vin.3.1–3.40	Nuns	BU-SK29	Samasūpakapaṭiggahaṇa	Receiving in Proportion	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Food	Food receiving	Faith foster	Laity	29. samasūpakaṃ piṇḍapātaṃ paṭiggahessāmīti sikkhā karaṇīyā	“I shall accept alms-food which has curry in the proper proportion,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if it is of another flavour, if it belongs to relations, if it is offered, if it is for another, if it is by means of his own property, if there are accidents, if he is mad, if he is the first wrongdoer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
163.0	BNI-SK30	Vin.3.1–3.40	Nuns	BU-SK30	Samatittika	Receiving Even Level	Sekhiya	Training	Wrong doing	Respectfully	Arms akimbo	Khambhakatavaggo	Food	Food receiving	Faith foster	Laity	30. samatittikaṃ piṇḍapātaṃ paṭiggahessāmīti sikkhā karaṇīyā	“I shall accept alms-food which is level with the rim,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
164.0	BNI-SK31	Vin.3.1–3.40	Nuns	BU-SK31	Sakkacca	Eating Respectfully	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	31. sakkaccaṃ piṇḍapātaṃ bhuñjissāmīti sikkhā karaṇīyā	“I shall eat alms-food appreciatively,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
165.0	BNI-SK32	Vin.3.1–3.40	Nuns	BU-SK32	Pattasaññī	Eating With Attention on the Bowl	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	32. pattasaññī piṇḍapātaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall eat alms-food paying attention to the bowl,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
166.0	BNI-SK33	Vin.3.1–3.40	Nuns	BU-SK33	Sapadāna	Eating in Order	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	33. sapadānaṃ piṇḍapātaṃ bhuñjissāmīti sikkhā karaṇīyā	“I shall eat alms-food systematically,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if giving to others he is impatient, if piling up (food) into another’s vessel he is impatient, if there are dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
167.0	BNI-SK34	Vin.3.1–3.40	Nuns	BU-SK34	Samasūpaka	Even Measure of Curry	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	34. samasūpakaṃ piṇḍapātaṃ bhuñjissāmīti sikkhā karaṇīyā	“I shall eat alms-food which has curry in the proper proportion,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if it is of another flavour, if it belongs to relations, if it is offered, if it is by means of his own properties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
168.0	BNI-SK35	Vin.3.1–3.40	Nuns	BU-SK35	Thūpakata	Making Food into a Monument	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	35. na thūpakato omadditvā piṇḍapātaṃ bhuñjissāmīti sikkhā karaṇīyā	“I shall not eat alms-food, having pressed [it] down into a shall heap,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill; if among an insignificant remainder he eats, having selected, having chosen from one side; if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
169.0	BNI-SK36	Vin.3.1–3.40	Nuns	BU-SK36	Odanappaṭicchādana	Covering with Rise	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	36. na sūpaṃ vā byañjanaṃ vā odanena paṭicchādessāmi bhiyyokamyataṃ upādāyāti sikkhā karaṇīyā	“I shall not cover curry or condiment with rice out of liking for more,” thus the training is to be done	If it is unintentional, if he is not thinking, if lie does not know; if the owners give, having covered it up; if he is not desiring something more; if there are accidents, if he is mad, if he is the first wrongdoer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
170.0	BNI-SK37	Vin.3.1–3.40	Nuns	BU-SK37	Sūpodanaviññatti	Asking for Rice and Curry	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food receiving	Faith foster	Laity	37. na sūpaṃ vā odanaṃ vā agilāno attano atthāya viññāpetvā bhuñjissāmīti sikkhā karaṇīyā	I shall not eat curry or rice, [when] not ill, having requested [it] for his own benefit, thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if it belongs to relations, if it is offered, if it is by means of his own property, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
171.0	BNI-SK38	Vin.3.1–3.40	Nuns	BU-SK38	Ujjhānasaññī	Finding Fault	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Faith foster	Laity	38. na ujjhānasaññī paresaṃ pattaṃ olokessāmīti sikkhā karaṇīyā	“I shall not look at other’s bowls finding fault,” thus the training is to be done	It is unintentional, if he is not thinking, if he does not know, if he looks thinking, ‘I will give or I will make (another) give,’ if he is not finding fault, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
172.0	BNI-SK39	Vin.3.1–3.40	Nuns	BU-SK39	Nātimahanta	Overlarge Mouthful	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Differ from laity	Laity	39. nātimahantaṃ kabaḷaṃ karissāmīti sikkhā karaṇīyā	“I shall not make an over-large morsel [of food],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if they are solid victuals, all sorts of fruits, dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
173.0	BNI-SK40	Vin.3.1–3.40	Nuns	BU-SK40	Parimaṇḍala	Round Mouthful	Sekhiya	Training	Wrong doing	Carefully	Carefully	Sakkaccavaggo	Food	Food eating	Differ from laity	Laity	40. parimaṇḍalaṃ ālopaṃ karissāmīti sikkhā karaṇīyā	“I shall eat a round piece [of food],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if they are solid victuals, all sorts of fruits, dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
174.0	BNI-SK41	Vin.3.1–3.40	Nuns	BU-SK41	Anāhaṭa	Without Bringing	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	41. na anāhaṭe kabaḷe mukhadvāraṃ vivarissāmīti sikkhā karaṇīyā	“I shall not open the mouth when the morsel [of food] has not been brought to [it],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
175.0	BNI-SK42	Vin.3.1–3.40	Nuns	BU-SK42	Sabbahattha	Whole Hand	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	42. na bhuñjamāno sabbahatthaṃ mukhe pakkhipissāmīti sikkhā karaṇīyā	I shall not put the whole hand onto the mouth while eating ,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
176.0	BNI-SK43	Vin.3.1–3.40	Nuns	BU-SK43	Sakabaḷa	Mouth Full	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	43. na sakabaḷena mukhena byāharissāmīti sikkhā karaṇīyā	I shall not speak with a mouth which has a morsel [of food in it],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
177.0	BNI-SK44	Vin.3.1–3.40	Nuns	BU-SK44	Piṇḍukkhepaka	Lifted Lump	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	44. na piṇḍukkhepakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat tossing up bits [of food],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if they are solid victuals, all sorts of fruits, dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
178.0	BNI-SK45	Vin.3.1–3.40	Nuns	BU-SK45	Kabaḷāvacchedaka	Breaking Lumps	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	45. na kabaḷāvacchedakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat biting off a morsel [of food],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if they are solid victuals, all sorts of fruits, dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
179.0	BNI-SK46	Vin.3.1–3.40	Nuns	BU-SK46	Avagaṇḍakāraka	Stuffing Cheeks	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	46. na avagaṇḍakārakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat puffing up [the cheeks],” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if they are solid victuals, all sorts of fruits, dainties, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
180.0	BNI-SK47	Vin.3.1–3.40	Nuns	BU-SK47	Hatthaniddhunaka	Shaking Hand	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	47. na hatthaniddhunakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat shaking [food] off the hand,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if he shakes the hands about getting rid of the crumbs, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
181.0	BNI-SK48	Vin.3.1–3.40	Nuns	BU-SK48	Sitthāvakāraka	Scattering Rise	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	48. na sitthāvakārakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat scattering rice-grains,” thus the training is to be done	It is unintentional, if he is not thinking, if he does not know, if he is ill, if, getting rid of the crumbs, a lump of boiled rice is got rid of, if there are accidents, if he is mad, if he is the first wrongdoer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
182.0	BNI-SK49	Vin.3.1–3.40	Nuns	BU-SK49	Jivhānicchāraka	Poking Tongue	Sekhiya	Training	Wrong doing	Eat properly	Mouthful	Kabalavaggo	Food	Food eating	Differ from laity	Laity	49. na jivhānicchārakaṃ bhuñjissāmīti sikkhā karaṇīyā	I shall not eat sticking out the tongue,” thus the training is to be done	If it is unintentional, if he is not thinking, if he does not know, if he is ill, if there are accidents, if he is mad, if he is the first wrong-doer						https://suttacentral.net/pli-tv-bu-vb-sk?view=normal
